UNITID,INSTNM,CIPDESC,Avg_Student_Debt,Earnings_1Yr
114813.0,Fresno Pacific University,"Teacher Education and Professional Development, Specific Levels and Methods.",,62530.0
114813.0,Fresno Pacific University,"Teacher Education and Professional Development, Specific Subject Areas.",,74608.0
114813.0,Fresno Pacific University,Teaching English or French as a Second or Foreign Language.,,
114813.0,Fresno Pacific University,"Liberal Arts and Sciences, General Studies and Humanities.",,
114813.0,Fresno Pacific University,Library Science and Administration.,,
114813.0,Fresno Pacific University,Mathematics.,,
114813.0,Fresno Pacific University,"Mathematics and Statistics, Other.",,
114813.0,Fresno Pacific University,Peace Studies and Conflict Resolution.,,
114813.0,Fresno Pacific University,"Multi/Interdisciplinary Studies, Other.",,
114813.0,Fresno Pacific University,Health and Physical Education/Fitness.,,
114813.0,Fresno Pacific University,Bible/Biblical Studies.,,
114813.0,Fresno Pacific University,Missions/Missionary Studies and Missiology.,,
114813.0,Fresno Pacific University,Theological and Ministerial Studies.,,
114813.0,Fresno Pacific University,Pastoral Counseling and Specialized Ministries.,,
114813.0,Fresno Pacific University,"Theology and Religious Vocations, Other.",,
114813.0,Fresno Pacific University,"Clinical, Counseling and Applied Psychology.",,
114813.0,Fresno Pacific University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,59408.0
114813.0,Fresno Pacific University,Mental and Social Health Services and Allied Professions.,,
114813.0,Fresno Pacific University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,128706.0
114813.0,Fresno Pacific University,"Business Administration, Management and Operations.",,
114813.0,Fresno Pacific University,International Business.,,
114813.0,Fresno Pacific University,"Business, Management, Marketing, and Related Support Services, Other.",,
114840.0,Fuller Theological Seminary,Missions/Missionary Studies and Missiology.,,42597.0
114840.0,Fuller Theological Seminary,Theological and Ministerial Studies.,,46934.0
114840.0,Fuller Theological Seminary,"Clinical, Counseling and Applied Psychology.",,
114840.0,Fuller Theological Seminary,Mental and Social Health Services and Allied Professions.,,42959.0
115083.0,Golden Gate University,"Computer and Information Sciences, General.",,
115083.0,Golden Gate University,Information Science/Studies.,,
115083.0,Golden Gate University,"Computer and Information Sciences and Support Services, Other.",,
115083.0,Golden Gate University,Legal Research and Advanced Professional Studies.,,102600.0
115083.0,Golden Gate University,"Psychology, General.",,56901.0
115083.0,Golden Gate University,"Clinical, Counseling and Applied Psychology.",,
115083.0,Golden Gate University,"Psychology, Other.",,
115083.0,Golden Gate University,Public Administration.,,84062.0
115083.0,Golden Gate University,Economics.,,
115083.0,Golden Gate University,International Relations and National Security Studies.,,
115083.0,Golden Gate University,"Arts, Entertainment,and Media Management.",,
115083.0,Golden Gate University,"Business Administration, Management and Operations.",,117549.0
115083.0,Golden Gate University,Accounting and Related Services.,,70847.0
115083.0,Golden Gate University,Finance and Financial Management Services.,,77672.0
115083.0,Golden Gate University,Human Resources Management and Services.,,76511.0
115083.0,Golden Gate University,International Business.,,
115083.0,Golden Gate University,Management Sciences and Quantitative Methods.,,
115083.0,Golden Gate University,Marketing.,,
115083.0,Golden Gate University,Taxation.,,93862.0
115083.0,Golden Gate University,Telecommunications Management.,,
115214.0,Graduate Theological Union,"Theology and Religious Vocations, Other.",,
115728.0,Holy Names University,"Education, General.",,
115728.0,Holy Names University,Educational Administration and Supervision.,,52636.0
115728.0,Holy Names University,Special Education and Teaching.,,
115728.0,Holy Names University,"Teacher Education and Professional Development, Specific Subject Areas.",,
115728.0,Holy Names University,Teaching English or French as a Second or Foreign Language.,,
115728.0,Holy Names University,Rhetoric and Composition/Writing Studies.,,
115728.0,Holy Names University,"Multi-/Interdisciplinary Studies, General.",,
115728.0,Holy Names University,"Philosophy and Religious Studies, Other.",,
115728.0,Holy Names University,Pastoral Counseling and Specialized Ministries.,,
115728.0,Holy Names University,"Clinical, Counseling and Applied Psychology.",,62070.0
115728.0,Holy Names University,Music.,,
115728.0,Holy Names University,Bioethics/Medical Ethics.,,
115728.0,Holy Names University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,131135.0
115728.0,Holy Names University,"Practical Nursing, Vocational Nursing and Nursing Assistants.",,
115728.0,Holy Names University,"Business Administration, Management and Operations.",,
115728.0,Holy Names University,Finance and Financial Management Services.,,
115728.0,Holy Names University,Marketing.,,
115773.0,Humphreys University-Stockton and Modesto Campuses,Educational Administration and Supervision.,,
115773.0,Humphreys University-Stockton and Modesto Campuses,"Teacher Education and Professional Development, Specific Levels and Methods.",,
115773.0,Humphreys University-Stockton and Modesto Campuses,Non-Professional General Legal Studies (Undergraduate).,,
115773.0,Humphreys University-Stockton and Modesto Campuses,"Business Administration, Management and Operations.",,
116712.0,John F. Kennedy University,Museology/Museum Studies.,,
116712.0,John F. Kennedy University,"Multi/Interdisciplinary Studies, Other.",,
116712.0,John F. Kennedy University,Health and Physical Education/Fitness.,,
116712.0,John F. Kennedy University,"Psychology, General.",,
116712.0,John F. Kennedy University,"Clinical, Counseling and Applied Psychology.",,48166.0
116712.0,John F. Kennedy University,Fine and Studio Arts.,,
116712.0,John F. Kennedy University,Alternative and Complementary Medicine and Medical Systems.,,
116712.0,John F. Kennedy University,"Business Administration, Management and Operations.",,
116846.0,American Jewish University,"Education, General.",,
116846.0,American Jewish University,"Teacher Education and Professional Development, Specific Levels and Methods.",,
116846.0,American Jewish University,"Education, Other.",,
116846.0,American Jewish University,Theological and Ministerial Studies.,,
116846.0,American Jewish University,"Business Administration, Management and Operations.",,
117104.0,Life Pacific University,"Theology and Religious Vocations, Other.",,44388.0
117140.0,University of La Verne,Educational Administration and Supervision.,,
117140.0,University of La Verne,Special Education and Teaching.,,
117140.0,University of La Verne,Student Counseling and Personnel Services.,,57502.0
117140.0,University of La Verne,"Teacher Education and Professional Development, Specific Levels and Methods.",,
117140.0,University of La Verne,"Teacher Education and Professional Development, Specific Subject Areas.",,
117140.0,University of La Verne,"Education, Other.",,55955.0
117140.0,University of La Verne,"Human Development, Family Studies, and Related Services.",,52231.0
117140.0,University of La Verne,Gerontology.,,
117140.0,University of La Verne,"Psychology, General.",,
117140.0,University of La Verne,"Clinical, Counseling and Applied Psychology.",,
117140.0,University of La Verne,"Psychology, Other.",,
117140.0,University of La Verne,Public Administration.,,60266.0
117140.0,University of La Verne,Health and Medical Administrative Services.,,56248.0
117140.0,University of La Verne,Mental and Social Health Services and Allied Professions.,,51001.0
117140.0,University of La Verne,"Business Administration, Management and Operations.",,75334.0
117140.0,University of La Verne,Accounting and Related Services.,,
117140.0,University of La Verne,Finance and Financial Management Services.,,
117140.0,University of La Verne,Human Resources Management and Services.,,59404.0
117168.0,Laguna College of Art and Design,Design and Applied Arts.,,
117168.0,Laguna College of Art and Design,Fine and Studio Arts.,,
117557.0,Lincoln University,"Business Administration, Management and Operations.",,
117557.0,Lincoln University,Finance and Financial Management Services.,,
117557.0,Lincoln University,International Business.,,
117575.0,Southern California Seminary,Bible/Biblical Studies.,,
117575.0,Southern California Seminary,Theological and Ministerial Studies.,,
117575.0,Southern California Seminary,"Clinical, Counseling and Applied Psychology.",,
117575.0,Southern California Seminary,Mental and Social Health Services and Allied Professions.,,
117627.0,La Sierra University,Curriculum and Instruction.,,
117627.0,La Sierra University,Educational Administration and Supervision.,,
117627.0,La Sierra University,Student Counseling and Personnel Services.,,41044.0
117627.0,La Sierra University,"English Language and Literature, General.",,
117627.0,La Sierra University,Rhetoric and Composition/Writing Studies.,,
117627.0,La Sierra University,Classical and Ancient Studies.,,
117627.0,La Sierra University,Religion/Religious Studies.,,
117627.0,La Sierra University,Theological and Ministerial Studies.,,
117627.0,La Sierra University,Pastoral Counseling and Specialized Ministries.,,
117627.0,La Sierra University,"Theology and Religious Vocations, Other.",,
117627.0,La Sierra University,"Clinical, Counseling and Applied Psychology.",,
117627.0,La Sierra University,Archeology.,,
117627.0,La Sierra University,Health and Medical Administrative Services.,,
117627.0,La Sierra University,"Business Administration, Management and Operations.",,60771.0
